provider (API),zmienna,n_api,n_era5,pokrycie%,dorobione%,bias,MAE,RMSE,corr,%zawyż,%zaniż
visualcrossing,precipitation,19,19.0,100.0,0.0,-0.06768421052631579,0.06768421052631579,0.16735622266040154,,0.0,21.052631578947366
visualcrossing,temperature_2m,19,19.0,100.0,0.0,7.636894736842105,7.767736842105262,9.406716231669684,-0.1896783346676077,89.47368421052632,10.526315789473683
visualcrossing,wind_direction_100m,19,19.0,100.0,0.0,-103.38942105263158,103.38942105263159,107.79774428921091,0.9049006239558036,0.0,100.0
visualcrossing,wind_speed_100m,19,19.0,100.0,0.0,-0.22659083688443546,1.0482287395496528,1.2578361526742947,0.6491287222592879,52.63157894736842,47.368421052631575
