provider (API),zmienna,n_api,n_era5,pokrycie%,dorobione%,bias,MAE,RMSE,corr,%zawyż,%zaniż
metno,temperature_2m,8,8.0,100.0,0.0,-9.893,9.893,11.507576362987994,-0.7435001009514279,0.0,100.0
metno,wind_direction_100m,8,8.0,100.0,0.0,52.30237500000001,135.61812500000002,140.09962222870195,-0.5421527560131341,75.0,25.0
metno,wind_speed_100m,8,8.0,100.0,0.0,-0.624525988007437,1.9843649341328375,2.3056848712048263,0.016667808920562667,37.5,62.5
openmeteo,precipitation,72,48.0,66.66666666666667,0.0,0.02404166666666667,0.08429166666666665,0.1566414430049298,-0.15779524739247539,25.0,10.416666666666668
openmeteo,temperature_2m,72,48.0,66.66666666666667,0.0,-7.655958333333333,7.655958333333333,9.064215295140924,-0.6231280362967914,0.0,100.0
openmeteo,wind_direction_100m,72,48.0,66.66666666666667,0.0,70.354,121.14258333333333,133.8245647377566,-0.3529317037178658,85.41666666666666,14.583333333333334
openmeteo,wind_speed_100m,72,48.0,66.66666666666667,0.0,6.254583333333334,6.270833333333333,7.443569120388418,0.13419004712986865,97.91666666666666,2.083333333333333
visualcrossing,precipitation,48,48.0,100.0,0.0,0.34070833333333334,0.40095833333333336,1.0698301461758624,-0.10818438657477586,29.166666666666668,10.416666666666668
visualcrossing,temperature_2m,48,48.0,100.0,0.0,-6.943458333333333,6.988958333333334,8.592649896859525,-0.7088325486183309,6.25,93.75
visualcrossing,wind_direction_100m,48,48.0,100.0,0.0,-78.93975,93.705375,104.66695563667646,-0.17164710545774195,4.166666666666666,95.83333333333334
visualcrossing,wind_speed_100m,48,48.0,100.0,0.0,1.2014554808261997,2.16296564826165,2.80808392684515,0.38184907306487204,75.0,25.0
