provider (API),zmienna,n_api,n_era5,pokrycie%,dorobione%,bias,MAE,RMSE,corr,%zawyż,%zaniż
visualcrossing,precipitation,3,3.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0
visualcrossing,temperature_2m,3,3.0,100.0,0.0,-6.688,6.688,6.760763418431383,0.9933451960252944,0.0,100.0
visualcrossing,wind_direction_100m,3,3.0,100.0,0.0,165.40633333333332,165.40633333333332,165.74710503354197,-0.7720179848846325,100.0,0.0
visualcrossing,wind_speed_100m,3,3.0,100.0,0.0,0.8324755837493164,0.8324755837493164,0.9313196811708704,-0.9670319256198074,100.0,0.0
