provider (API),zmienna,n_api,n_era5,pokrycie%,dorobione%,bias,MAE,RMSE,corr,%zawyż,%zaniż
metno,precipitation,47,47,100.0,0.0,0.1415744680851064,0.20310638297872338,0.7815390435517248,-0.06724954013305369,8.51063829787234,10.638297872340425
metno,temperature_2m,47,47,100.0,0.0,7.1942765957446815,7.460446808510639,9.935547154300018,-0.8315951051341618,78.72340425531915,21.27659574468085
metno,wind_direction_100m,47,47,100.0,0.0,21.680106382978725,37.4618085106383,47.574941368687384,-0.09039273231057178,72.3404255319149,27.659574468085108
metno,wind_speed_100m,47,47,100.0,0.0,-0.4482410202403033,2.0595138744408303,2.4592827227118788,0.04826873054265744,40.42553191489361,59.57446808510638
openmeteo,precipitation,72,48,66.66666666666667,0.0,0.015708333333333335,0.07595833333333334,0.287146666937531,-0.05088437246859445,4.166666666666666,10.416666666666668
openmeteo,temperature_2m,72,48,66.66666666666667,0.0,6.971125,7.794333333333334,10.166491999865704,-0.8551385293077418,75.0,25.0
openmeteo,wind_direction_100m,72,48,66.66666666666667,0.0,39.2706875,55.26827083333334,73.0866505932342,0.05643294449151409,83.33333333333334,16.666666666666664
openmeteo,wind_speed_100m,72,48,66.66666666666667,0.0,11.414958333333333,11.674458333333334,13.532292942870646,0.19411038545482887,97.91666666666666,2.083333333333333
openweather,precipitation,16,16,100.0,0.0,0.0012499999999999803,0.06374999999999999,0.11633882508527503,-0.18966573384682087,25.0,12.5
openweather,temperature_2m,16,16,100.0,0.0,7.24875,7.24875,9.408064326682721,-0.4933174613327839,100.0,0.0
openweather,wind_direction_100m,16,16,100.0,0.0,47.818250000000006,51.617125,70.5808758358098,0.19961182155571308,75.0,25.0
openweather,wind_speed_100m,16,16,100.0,0.0,-0.011294343412262486,2.02606507200237,2.385598485315548,0.164798957345148,50.0,50.0
visualcrossing,precipitation,48,48,100.0,0.0,-0.01345833333333333,0.046791666666666655,0.13211059129885586,-0.06508328882599847,8.333333333333332,10.416666666666668
visualcrossing,temperature_2m,48,48,100.0,0.0,6.331541666666666,6.685125,8.84139536969891,-0.841455542435065,77.08333333333334,22.916666666666664
visualcrossing,wind_direction_100m,48,48,100.0,0.0,25.49985416666667,29.87410416666667,39.18782165125836,0.39312180348992404,85.41666666666666,14.583333333333334
visualcrossing,wind_speed_100m,48,48,100.0,0.0,-0.6880530438961191,1.8363975725662074,2.092564419181879,0.16216674485360302,35.41666666666667,64.58333333333334
weatherapi,precipitation,48,48,100.0,0.0,0.17404166666666668,0.23429166666666668,0.6958111872723328,-0.09053294089739436,10.416666666666668,10.416666666666668
weatherapi,temperature_2m,48,48,100.0,0.0,7.1669583333333335,7.540041666666667,9.336787969282227,-0.49480101191442555,81.25,18.75
weatherapi,wind_direction_100m,48,48,100.0,0.0,27.916520833333333,47.2529375,68.1525317084467,0.48938926012369555,87.5,12.5
weatherapi,wind_speed_100m,48,48,100.0,0.0,-0.287476417539493,2.9474060212945745,3.360796377259659,-0.6337886643110736,41.66666666666667,58.333333333333336
