provider,total_analyses,locations,temperature_2m_rmse_mean,temperature_2m_rmse_std,precipitation_rmse_mean,precipitation_rmse_std,wind_speed_100m_rmse_mean,wind_speed_100m_rmse_std
openmeteo,5,5,1.5931596209816021,0.3980666232048454,0.5240427295626018,0.4470452747636117,16.54240526651937,6.713437559430631
weatherapi,5,5,1.3005809932772636,0.3997999312295595,0.25669440206541905,0.1630023279726997,1.8692768839164118,0.2503054075385226
visualcrossing,5,5,1.0246960972465442,0.42983912862629503,0.5414484956475203,0.48494406897780873,2.0659473789499065,0.3355820540479707
