provider (API),zmienna,n_api,n_era5,pokrycie%,dorobione%,bias,MAE,RMSE,corr,%zawyż,%zaniż
metno,temperature_2m,8,8.0,100.0,0.0,-0.0680000000000005,5.56925,5.879592991866018,-0.2692169282891289,50.0,50.0
metno,wind_direction_100m,8,8.0,100.0,0.0,-41.847625,77.88162499999999,89.25217265492756,0.9191278067542952,37.5,62.5
metno,wind_speed_100m,8,8.0,100.0,0.0,-2.3793411849142956,2.4143139478619733,2.8913641294301398,-0.5879904242773923,12.5,87.5
openmeteo,precipitation,72,48.0,66.66666666666667,0.0,-0.017625,0.042625,0.11344547148299926,-0.11001083692603508,12.5,10.416666666666668
openmeteo,temperature_2m,72,48.0,66.66666666666667,0.0,-2.291375,4.746250000000001,5.7216674215942795,0.03819763057478551,43.75,56.25
openmeteo,wind_direction_100m,72,48.0,66.66666666666667,0.0,-76.0835,97.31666666666666,111.2094993795494,0.4417073749764701,18.75,81.25
openmeteo,wind_speed_100m,72,48.0,66.66666666666667,0.0,10.065,10.095791666666667,11.32634964364071,0.036663366159582524,97.91666666666666,2.083333333333333
visualcrossing,precipitation,48,48.0,100.0,0.0,-0.007208333333333333,0.05304166666666666,0.1505375091685347,-0.0650429854128078,6.25,10.416666666666668
visualcrossing,temperature_2m,48,48.0,100.0,0.0,-2.303875,4.837875,5.8108460872750705,0.00511426265635867,41.66666666666667,58.333333333333336
visualcrossing,wind_direction_100m,48,48.0,100.0,0.0,-79.0335,92.68770833333333,109.62656706481631,0.46488140191927396,20.833333333333336,79.16666666666666
visualcrossing,wind_speed_100m,48,48.0,100.0,0.0,-0.936561934547118,2.18015796798351,2.4446489800841698,-0.2992983688638627,31.25,68.75
