provider (API),zmienna,n_api,n_era5,pokrycie%,dorobione%,bias,MAE,RMSE,corr,%zawyż,%zaniż
metno,temperature_2m,8,8.0,100.0,0.0,-4.3805,5.85625,7.415599352041615,-0.4114206167349495,25.0,75.0
metno,wind_direction_100m,8,8.0,100.0,0.0,112.439875,157.18087500000001,157.86261494928115,0.9157740976167129,87.5,12.5
metno,wind_speed_100m,8,8.0,100.0,0.0,-2.3098435533536277,2.414313947861973,2.9959441812989316,-0.8151441740322004,12.5,87.5
openmeteo,precipitation,72,48.0,66.66666666666667,0.0,-0.017625,0.03845833333333334,0.11046813265975547,-0.012629183215575266,10.416666666666668,10.416666666666668
openmeteo,temperature_2m,72,48.0,66.66666666666667,0.0,-5.4163749999999995,6.3999999999999995,7.917329289813159,-0.31583792289826096,25.0,75.0
openmeteo,wind_direction_100m,72,48.0,66.66666666666667,0.0,81.45816666666666,115.00675000000001,130.589742778354,-0.34076036012980837,75.0,25.0
openmeteo,wind_speed_100m,72,48.0,66.66666666666667,0.0,12.23375,12.281208333333334,13.32906490531125,0.18192676904281466,97.91666666666666,2.083333333333333
visualcrossing,precipitation,48,48.0,100.0,0.0,-0.030125,0.030125000000000002,0.10779552402581473,,0.0,10.416666666666668
visualcrossing,temperature_2m,48,48.0,100.0,0.0,-4.8330416666666665,5.5804583333333335,6.967163979458691,-0.38292645810391457,25.0,75.0
visualcrossing,wind_direction_100m,48,48.0,100.0,0.0,65.78316666666667,113.12849999999999,129.24075037083568,-0.7099797249794139,72.91666666666666,27.083333333333332
visualcrossing,wind_speed_100m,48,48.0,100.0,0.0,-1.7554113434447993,2.6190268459138344,3.112496485155322,-0.620976546617608,27.083333333333332,72.91666666666666
